year,month,cpi,inflation_rate,country_enc,month_sin,month_cos
2023,3,269.06,8.99,3,1.0,1.7948965149208059e-09
1999,3,129.43,-0.71,3,1.0,1.7948965149208059e-09
2003,5,217.79,2.74,7,0.5000000025907099,-0.8660254022886916
2020,11,52.36,11.02,4,-0.5000000056995618,0.8660254004937951
2004,6,224.41,0.12,0,3.5897930298416118e-09,-1.0
1997,2,224.32,-1.66,0,0.8660254031861399,0.500000001036284
2003,7,84.46,0.2,0,-0.49999999637300596,-0.8660254058784846
2012,7,161.86,11.48,4,-0.49999999637300596,-0.8660254058784846
2010,1,220.8,5.14,5,0.499999999481858,0.8660254040835881
2005,12,182.71,6.98,1,-7.1795860596832236e-09,1.0
2007,7,281.35,-0.62,4,-0.49999999637300596,-0.8660254058784846
2013,4,102.71,3.91,7,0.8660254049810362,-0.49999999792743216
2015,4,291.27,5.19,4,0.8660254049810362,-0.49999999792743216
2014,3,173.25,4.8,5,1.0,1.7948965149208059e-09
2018,9,299.94,10.04,6,-1.0,-5.3846893227178126e-09
2004,3,156.59,0.84,5,1.0,1.7948965149208059e-09
1990,4,267.18,3.52,0,0.8660254049810362,-0.49999999792743216
2014,3,259.04,6.87,7,1.0,1.7948965149208059e-09
1996,8,184.73,9.11,4,-0.8660254013912434,-0.5000000041451357
1998,8,240.67,5.02,5,-0.8660254013912434,-0.5000000041451357
2013,10,235.7,7.78,3,-0.8660254067759328,0.4999999948185802
1990,8,83.18,-1.28,6,-0.8660254013912434,-0.5000000041451357
1997,5,233.61,1.02,6,0.5000000025907099,-0.8660254022886916
2013,7,231.72,-1.76,6,-0.49999999637300596,-0.8660254058784846
2000,12,157.6,7.54,0,-7.1795860596832236e-09,1.0
2006,3,88.43,-1.28,7,1.0,1.7948965149208059e-09
1997,8,162.8,3.36,5,-0.8660254013912434,-0.5000000041451357
2024,10,236.73,-0.31,1,-0.8660254067759328,0.4999999948185802
2024,2,269.91,-1.76,1,0.8660254031861399,0.500000001036284
2022,8,142.24,8.76,3,-0.8660254013912434,-0.5000000041451357
1994,6,134.52,8.71,0,3.5897930298416118e-09,-1.0
2017,2,99.2,-1.84,2,0.8660254031861399,0.500000001036284
1996,12,141.69,0.61,1,-7.1795860596832236e-09,1.0
1998,6,109.73,4.52,3,3.5897930298416118e-09,-1.0
1997,11,134.19,11.92,1,-0.5000000056995618,0.8660254004937951
2001,10,185.14,-0.38,3,-0.8660254067759328,0.4999999948185802
2023,2,191.98,0.18,4,0.8660254031861399,0.500000001036284
2022,3,235.39,11.03,1,1.0,1.7948965149208059e-09
2012,11,295.75,1.84,1,-0.5000000056995618,0.8660254004937951
2013,5,72.39,8.91,3,0.5000000025907099,-0.8660254022886916
2024,1,108.9,-0.91,5,0.499999999481858,0.8660254040835881
2011,9,152.47,7.67,6,-1.0,-5.3846893227178126e-09
2016,10,291.9,5.38,7,-0.8660254067759328,0.4999999948185802
2024,3,120.32,3.14,3,1.0,1.7948965149208059e-09
1990,12,269.31,7.97,3,-7.1795860596832236e-09,1.0
2024,1,151.49,7.86,2,0.499999999481858,0.8660254040835881
2003,6,289.67,4.59,2,3.5897930298416118e-09,-1.0
1992,1,59.07,10.9,7,0.499999999481858,0.8660254040835881
1990,3,110.49,5.08,4,1.0,1.7948965149208059e-09
1994,7,59.75,7.31,7,-0.49999999637300596,-0.8660254058784846
2015,4,237.92,8.85,2,0.8660254049810362,-0.49999999792743216
2003,9,212.98,6.31,0,-1.0,-5.3846893227178126e-09
2016,7,108.01,0.91,1,-0.49999999637300596,-0.8660254058784846
1998,5,63.77,-0.48,7,0.5000000025907099,-0.8660254022886916
2004,9,248.06,-0.18,1,-1.0,-5.3846893227178126e-09
2004,3,239.99,1.07,0,1.0,1.7948965149208059e-09
2015,11,279.84,2.38,4,-0.5000000056995618,0.8660254004937951
2002,8,91.8,9.8,5,-0.8660254013912434,-0.5000000041451357
2021,8,193.5,3.0,1,-0.8660254013912434,-0.5000000041451357
2021,4,279.55,-0.18,6,0.8660254049810362,-0.49999999792743216
1993,1,101.39,0.76,1,0.499999999481858,0.8660254040835881
2019,4,201.83,6.19,2,0.8660254049810362,-0.49999999792743216
2012,9,201.78,2.82,5,-1.0,-5.3846893227178126e-09
2004,10,60.45,3.39,1,-0.8660254067759328,0.4999999948185802
2018,1,245.56,3.0,6,0.499999999481858,0.8660254040835881
2002,3,247.38,4.72,0,1.0,1.7948965149208059e-09
2021,8,97.92,5.72,5,-0.8660254013912434,-0.5000000041451357
1996,3,60.63,5.97,5,1.0,1.7948965149208059e-09
2011,2,230.01,6.07,1,0.8660254031861399,0.500000001036284
2017,1,83.7,-0.27,5,0.499999999481858,0.8660254040835881
1991,9,222.36,9.18,5,-1.0,-5.3846893227178126e-09
1995,11,87.57,-0.78,2,-0.5000000056995618,0.8660254004937951
2017,10,265.08,2.18,3,-0.8660254067759328,0.4999999948185802
2017,3,202.87,11.51,5,1.0,1.7948965149208059e-09
2009,7,194.19,11.85,7,-0.49999999637300596,-0.8660254058784846
2019,10,183.58,4.55,0,-0.8660254067759328,0.4999999948185802
2000,3,60.31,6.31,6,1.0,1.7948965149208059e-09
2017,8,259.7,11.88,2,-0.8660254013912434,-0.5000000041451357
2014,9,163.29,5.06,0,-1.0,-5.3846893227178126e-09
2022,12,142.52,6.58,2,-7.1795860596832236e-09,1.0
1990,8,207.75,1.97,0,-0.8660254013912434,-0.5000000041451357
2016,5,174.94,5.17,5,0.5000000025907099,-0.8660254022886916
2002,11,121.88,-1.08,5,-0.5000000056995618,0.8660254004937951
1992,10,87.04,9.83,0,-0.8660254067759328,0.4999999948185802
1995,12,75.34,7.04,1,-7.1795860596832236e-09,1.0
1997,2,109.13,-1.76,1,0.8660254031861399,0.500000001036284
2016,6,267.53,-1.88,6,3.5897930298416118e-09,-1.0
1998,8,77.46,9.31,3,-0.8660254013912434,-0.5000000041451357
2022,2,253.81,10.98,2,0.8660254031861399,0.500000001036284
2013,6,267.05,3.29,5,3.5897930298416118e-09,-1.0
2004,7,256.27,-0.07,4,-0.49999999637300596,-0.8660254058784846
2021,9,265.9,10.08,4,-1.0,-5.3846893227178126e-09
2021,11,103.76,5.34,5,-0.5000000056995618,0.8660254004937951
2013,9,298.86,0.47,4,-1.0,-5.3846893227178126e-09
2001,2,185.71,11.81,1,0.8660254031861399,0.500000001036284
1991,1,252.66,2.5,6,0.499999999481858,0.8660254040835881
1992,7,171.31,6.2,3,-0.49999999637300596,-0.8660254058784846
2006,6,97.73,-0.66,0,3.5897930298416118e-09,-1.0
1991,10,261.54,3.76,4,-0.8660254067759328,0.4999999948185802
1991,10,172.66,6.42,1,-0.8660254067759328,0.4999999948185802
2017,10,293.07,11.71,6,-0.8660254067759328,0.4999999948185802
2012,12,252.83,3.98,4,-7.1795860596832236e-09,1.0
2021,4,237.62,0.17,7,0.8660254049810362,-0.49999999792743216
2022,11,229.78,5.68,6,-0.5000000056995618,0.8660254004937951
1990,11,202.29,2.89,6,-0.5000000056995618,0.8660254004937951
2008,9,274.31,6.68,5,-1.0,-5.3846893227178126e-09
1991,1,205.27,8.97,2,0.499999999481858,0.8660254040835881
2015,7,299.0,-1.89,6,-0.49999999637300596,-0.8660254058784846
2021,5,180.6,2.91,1,0.5000000025907099,-0.8660254022886916
1995,5,70.44,3.06,1,0.5000000025907099,-0.8660254022886916
2021,6,239.36,5.16,4,3.5897930298416118e-09,-1.0
1993,2,61.0,8.28,5,0.8660254031861399,0.500000001036284
2000,11,146.43,5.58,2,-0.5000000056995618,0.8660254004937951
2006,11,162.36,5.69,3,-0.5000000056995618,0.8660254004937951
2013,3,271.98,6.14,6,1.0,1.7948965149208059e-09
1994,11,190.27,6.41,0,-0.5000000056995618,0.8660254004937951
2023,9,286.03,-1.23,6,-1.0,-5.3846893227178126e-09
1995,4,110.04,8.04,1,0.8660254049810362,-0.49999999792743216
2011,6,120.14,-0.07,2,3.5897930298416118e-09,-1.0
2000,3,141.3,-0.02,5,1.0,1.7948965149208059e-09
2005,3,232.46,8.35,0,1.0,1.7948965149208059e-09
2022,9,220.04,6.69,0,-1.0,-5.3846893227178126e-09
1998,9,101.45,-0.36,3,-1.0,-5.3846893227178126e-09
1995,3,150.93,10.6,2,1.0,1.7948965149208059e-09
2005,3,137.95,9.22,1,1.0,1.7948965149208059e-09
2018,6,239.82,5.53,3,3.5897930298416118e-09,-1.0
1992,1,142.0,5.18,2,0.499999999481858,0.8660254040835881
2009,5,238.98,7.44,7,0.5000000025907099,-0.8660254022886916
2008,9,187.09,2.01,5,-1.0,-5.3846893227178126e-09
2015,9,285.65,7.71,4,-1.0,-5.3846893227178126e-09
1992,8,294.42,9.46,2,-0.8660254013912434,-0.5000000041451357
2008,6,207.38,-0.9,4,3.5897930298416118e-09,-1.0
2009,9,279.91,-0.37,2,-1.0,-5.3846893227178126e-09
2021,3,230.41,4.11,6,1.0,1.7948965149208059e-09
1996,9,219.47,7.45,5,-1.0,-5.3846893227178126e-09
2022,8,166.38,2.64,6,-0.8660254013912434,-0.5000000041451357
2007,12,190.06,3.8,3,-7.1795860596832236e-09,1.0
1990,1,147.36,4.09,4,0.499999999481858,0.8660254040835881
2000,9,93.74,4.05,3,-1.0,-5.3846893227178126e-09
2017,8,281.18,8.46,7,-0.8660254013912434,-0.5000000041451357
2014,8,102.97,2.99,0,-0.8660254013912434,-0.5000000041451357
2012,6,185.48,10.59,4,3.5897930298416118e-09,-1.0
2020,9,234.27,1.28,4,-1.0,-5.3846893227178126e-09
2019,8,255.88,11.05,5,-0.8660254013912434,-0.5000000041451357
2024,2,138.9,-0.25,3,0.8660254031861399,0.500000001036284
1996,6,214.47,5.41,6,3.5897930298416118e-09,-1.0
2005,12,160.79,1.07,6,-7.1795860596832236e-09,1.0
2015,11,255.43,9.65,4,-0.5000000056995618,0.8660254004937951
1991,8,214.29,10.47,4,-0.8660254013912434,-0.5000000041451357
1990,6,61.69,4.23,4,3.5897930298416118e-09,-1.0
2001,11,202.49,3.18,1,-0.5000000056995618,0.8660254004937951
1994,9,225.61,-1.29,3,-1.0,-5.3846893227178126e-09
2021,12,277.16,4.39,0,-7.1795860596832236e-09,1.0
1998,5,62.67,-1.99,3,0.5000000025907099,-0.8660254022886916
2024,8,199.26,5.68,2,-0.8660254013912434,-0.5000000041451357
2008,10,175.18,10.02,0,-0.8660254067759328,0.4999999948185802
2005,2,210.28,10.27,6,0.8660254031861399,0.500000001036284
1992,12,241.33,3.25,4,-7.1795860596832236e-09,1.0
2009,5,83.59,6.02,1,0.5000000025907099,-0.8660254022886916
2013,1,185.48,2.58,3,0.499999999481858,0.8660254040835881
2022,5,180.15,10.95,0,0.5000000025907099,-0.8660254022886916
2013,7,178.78,7.08,2,-0.49999999637300596,-0.8660254058784846
2000,1,153.34,4.77,4,0.499999999481858,0.8660254040835881
1997,10,262.39,-0.3,6,-0.8660254067759328,0.4999999948185802
2009,3,65.83,-0.03,1,1.0,1.7948965149208059e-09
2024,6,146.21,10.0,7,3.5897930298416118e-09,-1.0
2014,12,197.94,-0.45,3,-7.1795860596832236e-09,1.0
2024,1,277.23,-0.11,4,0.499999999481858,0.8660254040835881
2014,3,207.53,1.75,5,1.0,1.7948965149208059e-09
2018,8,82.79,0.37,0,-0.8660254013912434,-0.5000000041451357
2007,9,220.24,9.53,5,-1.0,-5.3846893227178126e-09
2007,7,134.88,-1.91,6,-0.49999999637300596,-0.8660254058784846
1991,4,196.76,9.87,2,0.8660254049810362,-0.49999999792743216
2024,7,192.77,3.96,2,-0.49999999637300596,-0.8660254058784846
2005,7,93.09,8.05,0,-0.49999999637300596,-0.8660254058784846
2022,11,254.72,3.39,7,-0.5000000056995618,0.8660254004937951
1993,7,185.02,10.83,5,-0.49999999637300596,-0.8660254058784846
2022,8,146.6,1.57,0,-0.8660254013912434,-0.5000000041451357
2003,11,101.47,1.09,7,-0.5000000056995618,0.8660254004937951
2010,4,279.01,9.05,6,0.8660254049810362,-0.49999999792743216
2009,4,110.51,-1.87,5,0.8660254049810362,-0.49999999792743216
1997,9,283.72,-1.18,0,-1.0,-5.3846893227178126e-09
1996,8,185.36,1.67,1,-0.8660254013912434,-0.5000000041451357
1992,11,175.71,9.0,4,-0.5000000056995618,0.8660254004937951
2006,4,167.94,0.88,1,0.8660254049810362,-0.49999999792743216
2022,6,270.41,6.05,3,3.5897930298416118e-09,-1.0
2001,9,253.5,0.33,0,-1.0,-5.3846893227178126e-09
2011,12,219.07,11.06,2,-7.1795860596832236e-09,1.0
2011,6,180.96,2.27,3,3.5897930298416118e-09,-1.0
2019,11,214.19,-0.68,0,-0.5000000056995618,0.8660254004937951
1997,5,110.8,0.36,6,0.5000000025907099,-0.8660254022886916
2016,12,174.21,5.64,7,-7.1795860596832236e-09,1.0
2016,7,85.19,0.57,6,-0.49999999637300596,-0.8660254058784846
2023,2,82.07,8.39,5,0.8660254031861399,0.500000001036284
2010,8,227.17,2.38,6,-0.8660254013912434,-0.5000000041451357
2019,11,285.74,0.49,3,-0.5000000056995618,0.8660254004937951
2022,7,250.63,-0.67,2,-0.49999999637300596,-0.8660254058784846
2017,6,284.74,2.01,5,3.5897930298416118e-09,-1.0
2022,3,105.47,11.3,6,1.0,1.7948965149208059e-09
1994,9,115.42,-1.29,4,-1.0,-5.3846893227178126e-09
2008,2,155.97,11.37,6,0.8660254031861399,0.500000001036284
1993,4,145.79,8.42,0,0.8660254049810362,-0.49999999792743216
2024,2,124.52,6.19,2,0.8660254031861399,0.500000001036284
2006,6,123.1,4.83,5,3.5897930298416118e-09,-1.0
2017,12,278.27,-0.01,2,-7.1795860596832236e-09,1.0
2019,7,95.23,-1.48,3,-0.49999999637300596,-0.8660254058784846
2018,9,268.6,6.73,3,-1.0,-5.3846893227178126e-09
1995,6,177.48,1.34,6,3.5897930298416118e-09,-1.0
2024,6,281.73,5.42,4,3.5897930298416118e-09,-1.0
2013,5,54.46,4.17,4,0.5000000025907099,-0.8660254022886916
2018,10,105.5,8.64,0,-0.8660254067759328,0.4999999948185802
2020,11,174.73,1.76,5,-0.5000000056995618,0.8660254004937951
2024,12,85.37,-0.24,6,-7.1795860596832236e-09,1.0
2022,10,103.76,6.52,2,-0.8660254067759328,0.4999999948185802
2010,4,168.56,9.74,6,0.8660254049810362,-0.49999999792743216
2021,10,241.94,10.85,4,-0.8660254067759328,0.4999999948185802
2012,11,246.32,10.95,1,-0.5000000056995618,0.8660254004937951
2022,4,203.89,-1.53,2,0.8660254049810362,-0.49999999792743216
1992,4,277.25,0.63,1,0.8660254049810362,-0.49999999792743216
2007,5,207.35,8.5,7,0.5000000025907099,-0.8660254022886916
2014,1,55.95,7.86,2,0.499999999481858,0.8660254040835881
2020,2,179.49,6.14,7,0.8660254031861399,0.500000001036284
1992,3,291.9,3.15,4,1.0,1.7948965149208059e-09
2013,7,214.03,2.29,1,-0.49999999637300596,-0.8660254058784846
2021,1,222.1,-0.73,7,0.499999999481858,0.8660254040835881
2011,3,78.53,6.21,0,1.0,1.7948965149208059e-09
2012,7,139.92,0.98,1,-0.49999999637300596,-0.8660254058784846
1991,6,261.59,10.45,5,3.5897930298416118e-09,-1.0
2016,2,77.58,1.14,0,0.8660254031861399,0.500000001036284
1991,4,259.81,8.76,6,0.8660254049810362,-0.49999999792743216
2015,1,193.28,2.88,7,0.499999999481858,0.8660254040835881
2006,12,148.47,9.47,4,-7.1795860596832236e-09,1.0
2022,5,282.55,8.34,6,0.5000000025907099,-0.8660254022886916
1998,12,57.36,-1.67,6,-7.1795860596832236e-09,1.0
2018,2,281.69,7.1,5,0.8660254031861399,0.500000001036284
2015,8,269.6,5.85,1,-0.8660254013912434,-0.5000000041451357
2024,10,296.71,9.51,2,-0.8660254067759328,0.4999999948185802
2014,6,154.18,1.26,0,3.5897930298416118e-09,-1.0
2013,12,165.17,8.22,4,-7.1795860596832236e-09,1.0
2002,12,226.33,10.41,2,-7.1795860596832236e-09,1.0
1996,1,77.56,8.96,1,0.499999999481858,0.8660254040835881
2009,2,110.89,10.9,0,0.8660254031861399,0.500000001036284
1990,4,160.5,2.29,3,0.8660254049810362,-0.49999999792743216
1997,3,229.43,3.89,0,1.0,1.7948965149208059e-09
2005,9,174.11,3.49,7,-1.0,-5.3846893227178126e-09
2003,1,107.39,2.74,4,0.499999999481858,0.8660254040835881
2001,7,122.94,0.11,6,-0.49999999637300596,-0.8660254058784846
2012,9,237.42,-1.76,4,-1.0,-5.3846893227178126e-09
2004,9,251.48,1.68,2,-1.0,-5.3846893227178126e-09
2017,6,159.04,11.9,3,3.5897930298416118e-09,-1.0
2023,12,98.33,2.12,5,-7.1795860596832236e-09,1.0
1991,7,193.72,9.25,4,-0.49999999637300596,-0.8660254058784846
2021,8,150.03,0.09,7,-0.8660254013912434,-0.5000000041451357
2012,3,209.73,5.81,0,1.0,1.7948965149208059e-09
2011,5,256.22,-0.37,5,0.5000000025907099,-0.8660254022886916
2014,4,182.01,7.32,3,0.8660254049810362,-0.49999999792743216
2011,9,275.47,-0.44,7,-1.0,-5.3846893227178126e-09
2011,9,142.18,2.12,2,-1.0,-5.3846893227178126e-09
1995,4,170.2,-0.16,3,0.8660254049810362,-0.49999999792743216
2004,12,192.67,3.0,0,-7.1795860596832236e-09,1.0
2022,2,229.73,2.41,4,0.8660254031861399,0.500000001036284
1997,1,182.18,1.8,6,0.499999999481858,0.8660254040835881
1994,3,252.78,0.08,2,1.0,1.7948965149208059e-09
1993,2,224.15,5.28,7,0.8660254031861399,0.500000001036284
1995,5,137.51,0.82,7,0.5000000025907099,-0.8660254022886916
2021,6,209.98,9.69,0,3.5897930298416118e-09,-1.0
2019,9,129.18,7.2,4,-1.0,-5.3846893227178126e-09
2024,4,229.14,9.98,0,0.8660254049810362,-0.49999999792743216
2005,4,213.36,10.05,2,0.8660254049810362,-0.49999999792743216
2002,4,94.33,2.68,0,0.8660254049810362,-0.49999999792743216
2019,1,225.13,-0.96,2,0.499999999481858,0.8660254040835881
2008,3,82.67,1.56,4,1.0,1.7948965149208059e-09
2006,4,72.99,4.17,7,0.8660254049810362,-0.49999999792743216
2008,1,210.7,11.19,0,0.499999999481858,0.8660254040835881
2017,5,133.35,4.34,1,0.5000000025907099,-0.8660254022886916
2015,10,90.18,11.26,6,-0.8660254067759328,0.4999999948185802
2015,9,296.86,8.83,6,-1.0,-5.3846893227178126e-09
2012,1,267.48,4.59,1,0.499999999481858,0.8660254040835881
1998,12,94.22,10.15,7,-7.1795860596832236e-09,1.0
2001,7,285.9,10.65,4,-0.49999999637300596,-0.8660254058784846
1990,2,201.51,4.09,2,0.8660254031861399,0.500000001036284
1990,10,179.97,9.39,7,-0.8660254067759328,0.4999999948185802
2023,12,139.21,10.14,1,-7.1795860596832236e-09,1.0
2021,11,130.35,4.03,7,-0.5000000056995618,0.8660254004937951
2014,9,75.75,4.62,1,-1.0,-5.3846893227178126e-09
1990,4,95.36,1.73,2,0.8660254049810362,-0.49999999792743216
2005,3,117.27,4.33,4,1.0,1.7948965149208059e-09
1994,12,234.06,4.84,4,-7.1795860596832236e-09,1.0
2011,11,289.99,7.01,3,-0.5000000056995618,0.8660254004937951
2018,7,166.38,6.28,6,-0.49999999637300596,-0.8660254058784846
1992,6,142.76,10.53,2,3.5897930298416118e-09,-1.0
2001,11,264.78,7.08,2,-0.5000000056995618,0.8660254004937951
2015,10,220.19,-0.07,2,-0.8660254067759328,0.4999999948185802
2005,8,111.2,1.34,2,-0.8660254013912434,-0.5000000041451357
2011,9,184.54,10.83,4,-1.0,-5.3846893227178126e-09
2018,12,270.87,-1.14,0,-7.1795860596832236e-09,1.0
2003,7,215.0,7.77,1,-0.49999999637300596,-0.8660254058784846
2017,6,143.23,-0.83,1,3.5897930298416118e-09,-1.0
1994,12,157.06,1.09,1,-7.1795860596832236e-09,1.0
2019,8,274.65,9.29,1,-0.8660254013912434,-0.5000000041451357
1994,9,227.01,3.03,6,-1.0,-5.3846893227178126e-09
2001,8,177.51,4.72,7,-0.8660254013912434,-0.5000000041451357
2005,6,219.53,8.96,1,3.5897930298416118e-09,-1.0
2015,8,221.36,6.15,7,-0.8660254013912434,-0.5000000041451357
2015,9,191.83,1.86,3,-1.0,-5.3846893227178126e-09
2010,6,206.89,11.31,0,3.5897930298416118e-09,-1.0
2022,6,138.27,4.16,4,3.5897930298416118e-09,-1.0
2019,2,137.42,-0.39,2,0.8660254031861399,0.500000001036284
2012,9,134.79,-1.08,7,-1.0,-5.3846893227178126e-09
1999,8,59.67,9.42,0,-0.8660254013912434,-0.5000000041451357
1994,5,257.04,5.04,7,0.5000000025907099,-0.8660254022886916
2023,10,89.37,5.4,6,-0.8660254067759328,0.4999999948185802
2020,3,73.55,2.08,6,1.0,1.7948965149208059e-09
1999,9,155.72,9.57,5,-1.0,-5.3846893227178126e-09
2008,11,169.84,9.81,1,-0.5000000056995618,0.8660254004937951
2021,10,115.79,5.61,4,-0.8660254067759328,0.4999999948185802
1990,7,289.14,9.28,1,-0.49999999637300596,-0.8660254058784846
1994,9,91.66,8.85,0,-1.0,-5.3846893227178126e-09
1993,7,193.44,1.61,1,-0.49999999637300596,-0.8660254058784846
2005,12,202.67,10.57,7,-7.1795860596832236e-09,1.0
2013,8,213.87,0.84,7,-0.8660254013912434,-0.5000000041451357
2005,10,248.47,6.7,6,-0.8660254067759328,0.4999999948185802
1991,5,266.26,10.99,7,0.5000000025907099,-0.8660254022886916
2017,10,122.92,1.61,4,-0.8660254067759328,0.4999999948185802
2021,10,296.51,5.41,1,-0.8660254067759328,0.4999999948185802
2016,6,153.48,8.37,6,3.5897930298416118e-09,-1.0
2009,12,246.04,9.72,1,-7.1795860596832236e-09,1.0
2013,8,60.23,-0.68,6,-0.8660254013912434,-0.5000000041451357
2001,7,236.35,-1.84,3,-0.49999999637300596,-0.8660254058784846
2024,1,257.61,11.11,5,0.499999999481858,0.8660254040835881
2022,10,77.09,5.32,7,-0.8660254067759328,0.4999999948185802
2022,4,126.52,7.87,1,0.8660254049810362,-0.49999999792743216
2001,8,161.94,2.32,4,-0.8660254013912434,-0.5000000041451357
1992,11,240.99,2.14,2,-0.5000000056995618,0.8660254004937951
1990,9,182.41,6.85,0,-1.0,-5.3846893227178126e-09
2022,6,207.85,0.88,3,3.5897930298416118e-09,-1.0
1999,11,142.17,7.99,2,-0.5000000056995618,0.8660254004937951
2018,4,267.45,0.98,1,0.8660254049810362,-0.49999999792743216
2002,2,141.61,-1.7,1,0.8660254031861399,0.500000001036284
2001,12,168.58,10.41,0,-7.1795860596832236e-09,1.0
2020,9,160.53,7.35,1,-1.0,-5.3846893227178126e-09
1991,1,246.4,8.91,1,0.499999999481858,0.8660254040835881
2024,5,255.25,6.61,3,0.5000000025907099,-0.8660254022886916
2012,8,276.46,8.38,1,-0.8660254013912434,-0.5000000041451357
2006,4,107.47,0.36,6,0.8660254049810362,-0.49999999792743216
2015,1,277.76,-1.4,1,0.499999999481858,0.8660254040835881
1997,4,122.45,9.73,5,0.8660254049810362,-0.49999999792743216
2018,5,269.51,7.9,1,0.5000000025907099,-0.8660254022886916
2015,5,264.28,6.93,4,0.5000000025907099,-0.8660254022886916
1999,12,163.69,2.78,6,-7.1795860596832236e-09,1.0
2015,1,249.61,10.71,2,0.499999999481858,0.8660254040835881
2023,2,235.82,0.0,1,0.8660254031861399,0.500000001036284
1996,6,61.25,8.27,0,3.5897930298416118e-09,-1.0
1993,10,56.55,4.86,0,-0.8660254067759328,0.4999999948185802
2000,5,71.97,11.64,5,0.5000000025907099,-0.8660254022886916
2018,9,287.07,4.57,1,-1.0,-5.3846893227178126e-09
2014,7,228.22,0.91,1,-0.49999999637300596,-0.8660254058784846
2010,5,153.61,6.12,1,0.5000000025907099,-0.8660254022886916
1999,12,105.2,9.43,1,-7.1795860596832236e-09,1.0
1998,12,286.95,7.51,2,-7.1795860596832236e-09,1.0
2013,9,111.08,-0.02,7,-1.0,-5.3846893227178126e-09
2024,1,185.93,-1.97,1,0.499999999481858,0.8660254040835881
2024,3,110.79,-1.22,4,1.0,1.7948965149208059e-09
2007,2,231.69,4.89,1,0.8660254031861399,0.500000001036284
2021,12,93.13,-0.74,0,-7.1795860596832236e-09,1.0
2013,7,198.86,-1.89,7,-0.49999999637300596,-0.8660254058784846
2012,9,212.41,4.82,2,-1.0,-5.3846893227178126e-09
2021,12,290.99,0.07,5,-7.1795860596832236e-09,1.0
